# Run 2016-05-30 02:56:36
# Parameters:
#	degap: False
#	translate: False
#	hydrophobicity_scale: Kyte-Doolittle
#	merge: False
#	aas: all
#	begin_aa: 1
#	pH: 7.2
#	out_fname: ../data/scer-proteome-aa-freqs.txt
#	sequence: None
#	exclude: False
#	end_aa: None
#	in_fname: c:/Dropbox (Drummond Lab)/bio/genomes/scer_orf_trans_all.fasta
#	query: None
orf	length	charge	pI	hydrophobicity	f.A	f.C	f.D	f.E	f.F	f.G	f.H	f.I	f.K	f.L	f.M	f.N	f.P	f.Q	f.R	f.S	f.T	f.V	f.W	f.Y	n.A	n.C	n.D	n.E	n.F	n.G	n.H	n.I	n.K	n.L	n.M	n.N	n.P	n.Q	n.R	n.S	n.T	n.V	n.W	n.Y
YMR240C	436	5.4135	8.7791	-1.0087	0.0482	0.0092	0.0688	0.0940	0.0252	0.0528	0.0252	0.0528	0.1170	0.0780	0.0206	0.0642	0.0505	0.0459	0.0573	0.0596	0.0413	0.0505	0.0138	0.0252	21	4	30	41	11	23	11	23	51	34	9	28	22	20	25	26	18	22	6	11
#YMR241W YHM2 SGDID:S000004854, Chr XIII from 751961-752905, Genome Release 64-1-1, Verified ORF, "Carrier protein that exports citrate from and imports oxoglutarate into the mitochondrion, causing net export of NADPH reducing equivalents; also associates with mt nucleoids and has a role in replication and segregation of the mt genome"
YMR241W	314	17.8671	10.3789	-0.1067	0.0732	0.0096	0.0159	0.0510	0.0446	0.1146	0.0096	0.0605	0.0796	0.0764	0.0287	0.0573	0.0350	0.0287	0.0446	0.0669	0.0764	0.0796	0.0223	0.0255	23	3	5	16	14	36	3	19	25	24	9	18	11	9	14	21	24	25	7	8
#YMR242C RPL20A SGDID:S000004855, Chr XIII from 753742-753225,754220-754220, Genome Release 64-1-1, reverse complement, Verified ORF, "Protein component of the large (60S) ribosomal subunit, nearly identical to Rpl20Bp and has similarity to rat L18a ribosomal protein"
YMR242C	172	20.3755	10.7769	-0.6151	0.0698	0.0000	0.0291	0.0581	0.0581	0.0233	0.0407	0.0581	0.1105	0.0523	0.0233	0.0291	0.0407	0.0407	0.0930	0.0698	0.0523	0.0872	0.0116	0.0523	12	0	5	10	10	4	7	10	19	9	4	5	7	7	16	12	9	15	2	9
#YMR242W-A YMR242W-A SGDID:S000028694, Chr XIII from 754297-754386, Genome Release 64-1-1, Uncharacterized ORF, "Putative protein of unknown function"
YMR242W-A	29	0.8645	9.0815	-0.5552	0.0345	0.0000	0.0690	0.0345	0.1034	0.2069	0.0000	0.0000	0.1034	0.1034	0.0690	0.0345	0.0690	0.0345	0.0345	0.0345	0.0690	0.0000	0.0000	0.0000	1	0	2	1	3	6	0	0	3	3	2	1	2	1	1	1	2	0	0	0
#YMR243C ZRC1 SGDID:S000004856, Chr XIII from 756166-754838, Genome Release 64-1-1, reverse complement, Verified ORF, "Vacuolar membrane zinc transporter, transports zinc from the cytosol into the vacuole for storage; also has a role in resistance to zinc shock resulting from a sudden influx of zinc into the cytoplasm"
YMR243C	442	-13.6437	5.9663	0.0676	0.0814	0.0113	0.0588	0.0430	0.0362	0.0611	0.0566	0.1018	0.0271	0.1018	0.0136	0.0498	0.0385	0.0294	0.0407	0.1154	0.0385	0.0633	0.0113	0.0204	36	5	26	19	16	27	25	45	12	45	6	22	17	13	18	51	17	28	5	9
#YMR244C-A YMR244C-A SGDID:S000004857, Chr XIII from 758831-758517, Genome Release 64-1-1, reverse complement, Uncharacterized ORF, "Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and nucleus and is induced in response to the DNA-damaging agent MMS; YMR244C-A is not an essential gene"
YMR244C-A	104	4.7270	9.1548	-1.2481	0.0481	0.0385	0.0673	0.1058	0.0673	0.0288	0.0192	0.0577	0.1442	0.0385	0.0192	0.0481	0.0288	0.0673	0.0769	0.0769	0.0192	0.0192	0.0192	0.0096	5	4	7	11	7	3	2	6	15	4	2	5	3	7	8	8	2	2	2	1
#YMR244W YMR244W SGDID:S000004858, Chr XIII from 757250-758317, Genome Release 64-1-1, Uncharacterized ORF, "Putative protein of unknown function"
YMR244W	355	-7.9462	5.0041	-0.3515	0.0732	0.0423	0.0507	0.0338	0.0282	0.1127	0.0113	0.0282	0.0535	0.0479	0.0197	0.0732	0.0620	0.0394	0.0113	0.1042	0.0732	0.0761	0.0197	0.0394	26	15	18	12	10	40	4	10	19	17	7	26	22	14	4	37	26	27	7	14
#YMR245W YMR245W SGDID:S000004859, Chr XIII from 758563-759183, Genome Release 64-1-1, Dubious ORF, "Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data"
YMR245W	206	7.7831	8.7659	0.0189	0.0631	0.0437	0.0243	0.0146	0.0728	0.0485	0.0388	0.0485	0.0388	0.1165	0.0291	0.0680	0.0534	0.0485	0.0388	0.1262	0.0340	0.0388	0.0146	0.0388	13	9	5	3	15	10	8	10	8	24	6	14	11	10	8	26	7	8	3	8
#YMR246W FAA4 SGDID:S000004860, Chr XIII from 759807-761891, Genome Release 64-1-1, Verified ORF, "Long chain fatty acyl-CoA synthetase, activates imported fatty acids with a preference for C12:0-C16:0 chain lengths; functions in long chain fatty acid import; important for survival during stationary phase; localized to lipid particles"
YMR246W	694	-6.9568	6.1918	-0.1510	0.0677	0.0173	0.0504	0.0764	0.0375	0.0821	0.0202	0.0850	0.0836	0.0836	0.0202	0.0461	0.0461	0.0202	0.0331	0.0432	0.0634	0.0720	0.0159	0.0360	47	12	35	53	26	57	14	59	58	58	14	32	32	14	23	30	44	50	11	25
#YMR247C RKR1 SGDID:S000004861, Chr XIII from 768039-763351, Genome Release 64-1-1, reverse complement, Verified ORF, "RING domain E3 ubiquitin ligase; involved in the ubiquitin-mediated degradation of non-stop proteins; functional connections to chromatin modification; nuclear protein that also co-localizes with ribosomes; homolog of mouse Listerin, whose mutation has been reported to cause neurodegeneration in mice"
YMR247C	1562	-32.2245	5.2299	-0.1875	0.0384	0.0134	0.0621	0.0666	0.0627	0.0327	0.0122	0.0698	0.0755	0.1312	0.0179	0.0730	0.0243	0.0384	0.0327	0.0909	0.0519	0.0551	0.0109	0.0403	60	21	97	104	98	51	19	109	118	205	28	114	38	60	51	142	81	86	17	63
#YMR247W-A YMR247W-A SGDID:S000028849, Chr XIII from 769283-769426, Genome Release 64-1-1, Uncharacterized ORF, "Putative protein of unknown function"
YMR247W-A	47	3.0099	9.4432	0.4085	0.0851	0.0426	0.0213	0.0000	0.0213	0.0426	0.0851	0.0638	0.0638	0.1702	0.0426	0.0851	0.0426	0.0000	0.0213	0.1064	0.0213	0.0638	0.0213	0.0000	4	2	1	0	1	2	4	3	3	8	2	4	2	0	1	5	1	3	1	0
#YMR250W GAD1 SGDID:S000004862, Chr XIII from 770801-772558, Genome Release 64-1-1, Verified ORF, "Glutamate decarboxylase, converts glutamate into gamma-aminobutyric acid (GABA) during glutamate catabolism; involved in response to oxidative stress"
YMR250W	585	-9.8508	6.2429	-0.4055	0.0581	0.0137	0.0496	0.0752	0.0444	0.0650	0.0427	0.0513	0.0667	0.1026	0.0239	0.0496	0.0496	0.0376	0.0393	0.0821	0.0479	0.0564	0.0154	0.0291	34	8	29	44	26	38	25	30	39	60	14	29	29	22	23	48	28	33	9	17
#YMR251W GTO3 SGDID:S000004863, Chr XIII from 772915-774015, Genome Release 64-1-1, Verified ORF, "Omega class glutathione transferase; putative cytosolic localization"
YMR251W	366	0.3126	7.3079	-0.5464	0.0628	0.0137	0.0683	0.0628	0.0464	0.0546	0.0301	0.0683	0.0656	0.0765	0.0055	0.0546	0.0546	0.0219	0.0656	0.0519	0.0628	0.0546	0.0246	0.0546	23	5	25	23	17	20	11	25	24	28	2	20	20	8	24	19	23	20	9	20
#YMR251W-A HOR7 SGDID:S000004864, Chr XIII from 774752-774931, Genome Release 64-1-1, Verified ORF, "Protein of unknown function; overexpression suppresses Ca2+ sensitivity of mutants lacking inositol phosphorylceramide mannosyltransferases Csg1p and Csh1p; transcription is induced under hyperosmotic stress and repressed by alpha factor"
YMR251W-A	59	2.8623	10.9717	0.7763	0.2373	0.0000	0.0000	0.0000	0.0339	0.1017	0.0000	0.0339	0.0508	0.1017	0.0169	0.0847	0.0169	0.0339	0.0000	0.1525	0.0169	0.1186	0.0000	0.0000	14	0	0	0	2	6	0	2	3	6	1	5	1	2	0	9	1	7	0	0
#YMR252C YMR252C SGDID:S000004865, Chr XIII from 775719-775315, Genome Release 64-1-1, reverse complement, Uncharacterized ORF, "Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to mitochondria; YMR252C is not an essential gene"
YMR252C	134	9.0817	10.2653	-0.6000	0.0075	0.0075	0.0373	0.0373	0.0970	0.0522	0.0299	0.0597	0.1045	0.0597	0.0299	0.0672	0.0448	0.0522	0.0373	0.1418	0.0373	0.0448	0.0149	0.0373	1	1	5	5	13	7	4	8	14	8	4	9	6	7	5	19	5	6	2	5
#YMR253C YMR253C SGDID:S000004866, Chr XIII from 777190-775946, Genome Release 64-1-1, reverse complement, Uncharacterized ORF, "Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern; YMR253C is not an essential gene"
YMR253C	414	4.0149	8.9906	0.2816	0.0386	0.0048	0.0435	0.0386	0.0483	0.0556	0.0097	0.1039	0.0483	0.1184	0.0338	0.0459	0.0435	0.0242	0.0435	0.0990	0.0700	0.0749	0.0217	0.0338	16	2	18	16	20	23	4	43	20	49	14	19	18	10	18	41	29	31	9	14
#YMR254C YMR254C SGDID:S000004867, Chr XIII from 777923-777615, Genome Release 64-1-1, reverse complement, Dubious ORF, "Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data"
YMR254C	102	3.0804	9.5114	0.8961	0.0294	0.0098	0.0294	0.0098	0.0686	0.0098	0.0392	0.1078	0.0392	0.1471	0.0392	0.0196	0.0392	0.0294	0.0294	0.0784	0.0980	0.1176	0.0196	0.0392	3	1	3	1	7	1	4	11	4	15	4	2	4	3	3	8	10	12	2	4
#YMR255W GFD1 SGDID:S000004868, Chr XIII from 778001-778567, Genome Release 64-1-1, Verified ORF, "Coiled-coiled protein of unknown function, identified as a high-copy suppressor of a dbp5 mutation"
YMR255W	188	13.2446	10.4199	-1.4420	0.0266	0.0000	0.0479	0.0851	0.0106	0.0160	0.0266	0.0532	0.1755	0.0638	0.0213	0.0957	0.0691	0.0638	0.0266	0.1223	0.0479	0.0319	0.0160	0.0000	5	0	9	16	2	3	5	10	33	12	4	18	13	12	5	23	9	6	3	0
#YMR256C COX7 SGDID:S000004869, Chr XIII from 779127-778945, Genome Release 64-1-1, reverse complement, Verified ORF, "Subunit VII of cytochrome c oxidase, which is the terminal member of the mitochondrial inner membrane electron transport chain"
YMR256C	60	8.9298	11.0196	0.2417	0.1333	0.0000	0.0000	0.0000	0.0500	0.0167	0.0167	0.1000	0.1000	0.1000	0.0167	0.0333	0.0833	0.0500	0.0500	0.0500	0.0333	0.0667	0.0333	0.0667	8	0	0	0	3	1	1	6	6	6	1	2	5	3	3	3	2	4	2	4
#YMR257C PET111 SGDID:S000004870, Chr XIII from 782031-779629, Genome Release 64-1-1, reverse complement, Verified ORF, "Mitochondrial translational activator specific for the COX2 mRNA; located in the mitochondrial inner membrane"
YMR257C	800	16.3239	8.9438	-0.3382	0.0312	0.0175	0.0512	0.0688	0.0600	0.0275	0.0250	0.0750	0.0862	0.1125	0.0250	0.0537	0.0175	0.0425	0.0537	0.0850	0.0563	0.0512	0.0138	0.0462	25	14	41	55	48	22	20	60	69	90	20	43	14	34	43	68	45	41	11	37
#YMR258C ROY1 SGDID:S000004871, Chr XIII from 784281-782620, Genome Release 64-1-1, reverse complement, Verified ORF, "GTPase inhibitor with similarity to F-box proteins; inhibits Ypt52p GTPase activity by preventing Ypt52p from binding GTP; involved in regulating intracellular trafficking; physically interacts with Skp1p"
YMR258C	553	-8.7582	6.0219	-0.2311	0.0325	0.0181	0.0759	0.0561	0.0579	0.0416	0.0271	0.0651	0.0741	0.1410	0.0199	0.0506	0.0344	0.0307	0.0416	0.0741	0.0506	0.0452	0.0127	0.0506	18	10	42	31	32	23	15	36	41	78	11	28	19	17	23	41	28	25	7	28
#YMR259C YMR259C SGDID:S000004872, Chr XIII from 788883-784621, Genome Release 64-1-1, reverse complement, Uncharacterized ORF, "Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YMR259C is not an essential gene"
YMR259C	1420	-13.3050	6.2325	-0.0691	0.0556	0.0218	0.0528	0.0648	0.0585	0.0246	0.0197	0.0732	0.0718	0.1451	0.0176	0.0577	0.0289	0.0451	0.0366	0.0831	0.0507	0.0458	0.0099	0.0366	79	31	75	92	83	35	28	104	102	206	25	82	41	64	52	118	72	65	14	52
#YMR260C TIF11 SGDID:S000004873, Chr XIII from 789839-789378, Genome Release 64-1-1, reverse complement, Verified ORF, "Translation initiation factor eIF1A, essential protein that forms a complex with Sui1p (eIF1) and the 40S ribosomal subunit and scans for the start codon; C-terminus associates with Fun12p (eIF5B); N terminus interacts with eIF2 and eIF3"
YMR260C	153	-12.1139	4.5459	-1.1993	0.0392	0.0131	0.1242	0.1176	0.0392	0.1111	0.0131	0.0523	0.1046	0.0588	0.0261	0.0719	0.0131	0.0392	0.0588	0.0261	0.0261	0.0392	0.0065	0.0196	6	2	19	18	6	17	2	8	16	9	4	11	2	6	9	4	4	6	1	3
#YMR261C TPS3 SGDID:S000004874, Chr XIII from 793369-790205, Genome Release 64-1-1, reverse complement, Verified ORF, "Regulatory subunit of trehalose-6-phosphate synthase/phosphatase complex, which synthesizes the storage carbohydrate trehalose; expression is induced by stress conditions and repressed by the Ras-cAMP pathway"
YMR261C	1054	-16.9101	5.9963	-0.3566	0.0626	0.0123	0.0541	0.0674	0.0474	0.0380	0.0275	0.0645	0.0636	0.0769	0.0190	0.0645	0.0436	0.0380	0.0408	0.1157	0.0427	0.0750	0.0123	0.0342	66	13	57	71	50	40	29	68	67	81	20	68	46	40	43	122	45	79	13	36
#YMR262W YMR262W SGDID:S000004875, Chr XIII from 793726-794667, Genome Release 64-1-1, Uncharacterized ORF, "Protein of unknown function; interacts weakly with Knr4p; YMR262W is not an essential gene"
YMR262W	313	-3.9785	6.3626	-0.4872	0.0415	0.0288	0.0735	0.0607	0.0447	0.0479	0.0351	0.0479	0.0735	0.1054	0.0096	0.0511	0.0447	0.0415	0.0479	0.0703	0.0543	0.0639	0.0160	0.0415	13	9	23	19	14	15	11	15	23	33	3	16	14	13	15	22	17	20	5	13
#YMR263W SAP30 SGDID:S000004876, Chr XIII from 794919-795524, Genome Release 64-1-1, Verified ORF, "Subunit of a histone deacetylase complex, along with Rpd3p and Sin3p, that is involved in silencing at telomeres, rDNA, and silent mating-type loci; involved in telomere maintenance"
YMR263W	201	11.3047	10.1414	-1.4279	0.0398	0.0100	0.0547	0.0398	0.0348	0.0697	0.0398	0.0348	0.0796	0.0547	0.0149	0.1741	0.0398	0.0547	0.0697	0.0597	0.0647	0.0249	0.0000	0.0398	8	2	11	8	7	14	8	7	16	11	3	35	8	11	14	12	13	5	0	8
#YMR264W CUE1 SGDID:S000004877, Chr XIII from 795805-796416, Genome Release 64-1-1, Verified ORF, "Endoplasmic reticulum membrane protein that recruits the ubiquitin-conjugating enzyme Ubc7p to the ER where it functions in protein degradation; contains a CUE domain that binds ubiquitin to facilitate intramolecular monoubiquitination"
YMR264W	203	-1.8241	6.3302	-0.5837	0.0640	0.0049	0.0542	0.0739	0.0493	0.0690	0.0246	0.0296	0.0493	0.1133	0.0246	0.0788	0.0493	0.0542	0.0690	0.0640	0.0542	0.0591	0.0049	0.0099	13	1	11	15	10	14	5	6	10	23	5	16	10	11	14	13	11	12	1	2
#YMR265C YMR265C SGDID:S000004878, Chr XIII from 797925-796540, Genome Release 64-1-1, reverse complement, Uncharacterized ORF, "Putative protein of unknown function"
YMR265C	461	13.3283	9.1972	-0.5067	0.0629	0.0217	0.0412	0.0846	0.0564	0.0282	0.0347	0.0672	0.0759	0.0911	0.0130	0.0390	0.0564	0.0260	0.0781	0.0672	0.0564	0.0434	0.0174	0.0390	29	10	19	39	26	13	16	31	35	42	6	18	26	12	36	31	26	20	8	18
#YMR266W RSN1 SGDID:S000004879, Chr XIII from 798518-801379, Genome Release 64-1-1, Verified ORF, "Membrane protein of unknown function; overexpression suppresses NaCl sensitivity of sro7 mutant cells by restoring sodium pump (Ena1p) localization to the plasma membrane"
YMR266W	953	9.4538	8.8525	0.0183	0.0766	0.0063	0.0378	0.0535	0.0651	0.0483	0.0147	0.0735	0.0724	0.0955	0.0178	0.0504	0.0535	0.0388	0.0283	0.0766	0.0504	0.0766	0.0168	0.0472	73	6	36	51	62	46	14	70	69	91	17	48	51	37	27	73	48	73	16	45
#YMR267W PPA2 SGDID:S000004880, Chr XIII from 801772-802704, Genome Release 64-1-1, Verified ORF, "Mitochondrial inorganic pyrophosphatase, required for mitochondrial function and possibly involved in energy generation from inorganic pyrophosphate"
YMR267W	310	0.1697	7.2748	-0.5300	0.0258	0.0129	0.0613	0.0677	0.0387	0.0613	0.0258	0.0742	0.0935	0.0968	0.0129	0.0710	0.0516	0.0387	0.0355	0.0613	0.0548	0.0613	0.0194	0.0355	8	4	19	21	12	19	8	23	29	30	4	22	16	12	11	19	17	19	6	11
#YMR268C PRP24 SGDID:S000004881, Chr XIII from 804222-802888, Genome Release 64-1-1, reverse complement, Verified ORF, "Splicing factor that reanneals U4 and U6 snRNPs during spliceosome recycling"
YMR268C	444	16.0334	9.7125	-0.4804	0.0563	0.0180	0.0473	0.0721	0.0473	0.0428	0.0225	0.0698	0.0901	0.0991	0.0293	0.0743	0.0360	0.0338	0.0653	0.0766	0.0428	0.0495	0.0023	0.0248	25	8	21	32	21	19	10	31	40	44	13	33	16	15	29	34	19	22	1	11
#YMR269W TMA23 SGDID:S000004882, Chr XIII from 804456-805091, Genome Release 64-1-1, Verified ORF, "Nucleolar protein implicated in ribosome biogenesis; deletion extends chronological lifespan"
YMR269W	211	32.3123	10.7681	-1.5749	0.0427	0.0000	0.0664	0.0806	0.0237	0.0853	0.0284	0.0237	0.2370	0.0521	0.0047	0.0427	0.0142	0.0047	0.0616	0.1327	0.0284	0.0379	0.0190	0.0142	9	0	14	17	5	18	6	5	50	11	1	9	3	1	13	28	6	8	4	3
#YMR270C RRN9 SGDID:S000004883, Chr XIII from 806423-805326, Genome Release 64-1-1, reverse complement, Verified ORF, "Protein involved in promoting high level transcription of rDNA, subunit of UAF (upstream activation factor) for RNA polymerase I"
YMR270C	365	-15.5166	5.0977	-0.8318	0.0384	0.0055	0.0959	0.0959	0.0247	0.0192	0.0274	0.0685	0.0986	0.1151	0.0219	0.0630	0.0356	0.0384	0.0493	0.0712	0.0466	0.0384	0.0082	0.0384	14	2	35	35	9	7	10	25	36	42	8	23	13	14	18	26	17	14	3	14
#YMR271C URA10 SGDID:S000004884, Chr XIII from 807548-806865, Genome Release 64-1-1, reverse complement, Verified ORF, "Minor orotate phosphoribosyltransferase (OPRTase) isozyme that catalyzes the fifth enzymatic step in the de novo biosynthesis of pyrimidines, converting orotate into orotidine-5'-phosphate; major OPRTase encoded by URA5"
YMR271C	227	2.7968	8.5399	0.0661	0.0925	0.0132	0.0308	0.0661	0.0529	0.0793	0.0088	0.0881	0.0661	0.0881	0.0132	0.0396	0.0264	0.0485	0.0441	0.0837	0.0485	0.0749	0.0000	0.0352	21	3	7	15	12	18	2	20	15	20	3	9	6	11	10	19	11	17	0	8
#YMR272C SCS7 SGDID:S000004885, Chr XIII from 810777-809623, Genome Release 64-1-1, reverse complement, Verified ORF, "Sphingolipid alpha-hydroxylase, functions in the alpha-hydroxylation of sphingolipid-associated very long chain fatty acids, has both cytochrome b5-like and hydroxylase/desaturase domains, not essential for growth"
YMR272C	384	-9.1050	6.1716	-0.1880	0.0573	0.0182	0.0625	0.0599	0.0755	0.0521	0.0547	0.0312	0.0703	0.1198	0.0234	0.0339	0.0469	0.0182	0.0260	0.0469	0.0547	0.0625	0.0234	0.0625	22	7	24	23	29	20	21	12	27	46	9	13	18	7	10	18	21	24	9	24
#YMR272W-A YMR272W-A SGDID:S000028695, Chr XIII from 810466-810579, Genome Release 64-1-1, Dubious ORF, "Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; overlaps the verified gene SCS7/YMR272C"
YMR272W-A	37	1.7898	8.5069	0.9595	0.0270	0.0541	0.0270	0.0000	0.1081	0.0270	0.0270	0.0811	0.0270	0.0811	0.0541	0.0270	0.0000	0.1081	0.0541	0.0811	0.0270	0.1892	0.0000	0.0000	1	2	1	0	4	1	1	3	1	3	2	1	0	4	2	3	1	7	0	0
#YMR272W-B YMR272W-B SGDID:S000028696, Chr XIII from 811089-811196, Genome Release 64-1-1, Uncharacterized ORF, "Identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching"
YMR272W-B	35	0.7170	7.8869	0.9686	0.0286	0.0571	0.0000	0.0571	0.1143	0.0286	0.0000	0.0571	0.0286	0.1143	0.0857	0.0000	0.0000	0.0286	0.0571	0.1714	0.0000	0.1143	0.0286	0.0286	1	2	0	2	4	1	0	2	1	4	3	0	0	1	2	6	0	4	1	1
#YMR273C ZDS1 SGDID:S000004886, Chr XIII from 813980-811233, Genome Release 64-1-1, reverse complement, Verified ORF, "Protein with a role in regulating Swe1p-dependent polarized growth; interacts with silencing proteins at the telomere; has a role in Bcy1p localization; implicated in mRNA nuclear export; involved in mitotic exit through Cdc14p regulation"
YMR273C	915	-14.2060	5.9997	-1.1721	0.0448	0.0000	0.0678	0.0885	0.0186	0.0415	0.0273	0.0415	0.0754	0.0678	0.0186	0.0820	0.0546	0.0634	0.0634	0.1169	0.0579	0.0481	0.0066	0.0153	41	0	62	81	17	38	25	38	69	62	17	75	50	58	58	107	53	44	6	14
#YMR274C RCE1 SGDID:S000004887, Chr XIII from 815311-814364, Genome Release 64-1-1, reverse complement, Verified ORF, "Type II CAAX prenyl protease involved in the proteolysis and maturation of Ras and the a-factor mating pheromone"
YMR274C	315	6.9994	8.7891	0.4498	0.0381	0.0222	0.0222	0.0222	0.0794	0.0540	0.0286	0.0730	0.0413	0.1683	0.0222	0.0349	0.0476	0.0476	0.0254	0.0825	0.0794	0.0476	0.0159	0.0476	12	7	7	7	25	17	9	23	13	53	7	11	15	15	8	26	25	15	5	15
#YMR275C BUL1 SGDID:S000004888, Chr XIII from 818581-815651, Genome Release 64-1-1, reverse complement, Verified ORF, "Ubiquitin-binding component of the Rsp5p E3-ubiquitin ligase complex, functional homolog of Bul2p, disruption causes temperature-sensitive growth, overexpression causes missorting of amino acid permeases"
YMR275C	976	13.3734	8.7923	-0.5480	0.0410	0.0123	0.0645	0.0512	0.0379	0.0502	0.0328	0.0686	0.0799	0.0994	0.0133	0.0686	0.0502	0.0277	0.0482	0.1209	0.0605	0.0430	0.0061	0.0236	40	12	63	50	37	49	32	67	78	97	13	67	49	27	47	118	59	42	6	23
#YMR276W DSK2 SGDID:S000004889, Chr XIII from 818827-819948, Genome Release 64-1-1, Verified ORF, "Nuclear-enriched ubiquitin-like polyubiquitin-binding protein, required for spindle pole body (SPB) duplication and for transit through the G2/M phase of the cell cycle, involved in proteolysis, interacts with the proteasome"
YMR276W	373	-11.7516	4.6413	-0.4721	0.1340	0.0000	0.0536	0.0349	0.0402	0.0885	0.0134	0.0268	0.0214	0.0724	0.0590	0.0965	0.0724	0.0724	0.0349	0.0858	0.0483	0.0295	0.0027	0.0134	50	0	20	13	15	33	5	10	8	27	22	36	27	27	13	32	18	11	1	5
#YMR277W FCP1 SGDID:S000004890, Chr XIII from 820256-822454, Genome Release 64-1-1, Verified ORF, "Carboxy-terminal domain (CTD) phosphatase, essential for dephosphorylation of the repeated C-terminal domain of the RNA polymerase II large subunit (Rpo21p)"
YMR277W	732	-60.5529	4.3969	-0.6817	0.0383	0.0123	0.1052	0.0820	0.0301	0.0492	0.0219	0.0560	0.0697	0.0956	0.0205	0.0492	0.0546	0.0574	0.0342	0.0628	0.0574	0.0601	0.0137	0.0301	28	9	77	60	22	36	16	41	51	70	15	36	40	42	25	46	42	44	10	22
#YMR278W PGM3 SGDID:S000004891, Chr XIII from 822763-824631, Genome Release 64-1-1, Verified ORF, "Phosphoglucomutase, catalyzes interconversion of glucose-1-phosphate and glucose-6-phospate; transcription induced in response to stress; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; non-essential"
